"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY_","SPCODE","FRAGMENT_Y","MORPH_CODE","EX_BOUND","OLDDEAD","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","SHAPE_Leng","SEGAREA","site_seg"
1304,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"CO",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.213854014,2.5,"HAW-04294 5"
1305,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"EC",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.075804223,2.5,"HAW-04294 5"
1306,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.119209814,2.5,"HAW-04294 5"
1307,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"CO",0,3,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.083356164,2.5,"HAW-04294 5"
1308,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,70,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.249138215,2.5,"HAW-04294 5"
1309,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",-1,"BR",0,20,"DAMG",3,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.165068501,2.5,"HAW-04294 5"
1310,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"POSP",0,"MD",0,3,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.084407642,2.5,"HAW-04294 5"
1311,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.198834831,2.5,"HAW-04294 5"
1312,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.420388974,2.5,"HAW-04294 5"
1313,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.113501586,2.5,"HAW-04294 5"
1314,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.079184341,2.5,"HAW-04294 5"
1315,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,5,"NA",0,"NA",0,"NA",0,"BLE",10,1,"NA",0,0,"NA",0,0,0.172511594,2.5,"HAW-04294 5"
1316,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"EC",0,2,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.073348279,2.5,"HAW-04294 5"
1317,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",-1,"BR",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.073447259,2.5,"HAW-04294 5"
1318,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"CO",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.075307702,2.5,"HAW-04294 5"
1319,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"CO",0,25,"PRED",3,"NA",0,"NA",0,"ALG",2,0,"NA",0,0,"NA",0,0,1.528208641,2.5,"HAW-04294 5"
1320,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.206555294,2.5,"HAW-04294 5"
1321,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"EC",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.108973575,2.5,"HAW-04294 5"
1322,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"CO",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.063972494,2.5,"HAW-04294 5"
1323,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.404545733,2.5,"HAW-04294 5"
1324,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"POSP",0,"MD",0,45,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.276162271,2.5,"HAW-04294 5"
1325,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,0,"GAST",5,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.054280936,2.5,"HAW-04294 5"
1326,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",-1,"BR",0,70,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.154970256,2.5,"HAW-04294 5"
1327,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",-1,"BR",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.186069369,2.5,"HAW-04294 5"
1328,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"EC",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.144782906,2.5,"HAW-04294 5"
1329,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.060529414,2.5,"HAW-04294 5"
1330,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PVAR",0,"EM",0,3,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.082024204,2.5,"HAW-04294 5"
1331,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.233229266,2.5,"HAW-04294 5"
1332,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,3,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.059634303,2.5,"HAW-04294 5"
1333,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"EC",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.093528873,2.5,"HAW-04294 5"
1334,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",-1,"BR",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.245178831,2.5,"HAW-04294 5"
1335,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"EC",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.071223381,2.5,"HAW-04294 5"
1336,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.11449214,2.5,"HAW-04294 5"
1337,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,3,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.162800123,2.5,"HAW-04294 5"
1339,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.089048359,2.5,"HAW-04294 5"
1340,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.130869133,2.5,"HAW-04294 5"
1341,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.122794543,2.5,"HAW-04294 5"
1342,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.147506238,2.5,"HAW-04294 5"
1343,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.27867194,2.5,"HAW-04294 5"
1344,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.059339364,2.5,"HAW-04294 5"
1345,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PVAR",0,"EM",-1,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,2.621982594,2.5,"HAW-04294 5"
1346,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.114875671,2.5,"HAW-04294 5"
1347,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,0,"PRED",3,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.170576963,2.5,"HAW-04294 5"
1348,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.082462356,2.5,"HAW-04294 5"
1349,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.084240607,2.5,"HAW-04294 5"
1350,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.070873972,2.5,"HAW-04294 5"
1351,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.113405643,2.5,"HAW-04294 10"
1352,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.502541033,2.5,"HAW-04294 10"
1353,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"KN",0,0,"PRED",5,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.091419089,2.5,"HAW-04294 10"
1354,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.122301471,2.5,"HAW-04294 10"
1355,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.079921272,2.5,"HAW-04294 10"
1356,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.132307408,2.5,"HAW-04294 10"
1357,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"KN",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.126043564,2.5,"HAW-04294 10"
1358,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.236742244,2.5,"HAW-04294 10"
1359,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.149713894,2.5,"HAW-04294 10"
1360,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.189960444,2.5,"HAW-04294 10"
1361,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.106716915,2.5,"HAW-04294 10"
1362,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.087453758,2.5,"HAW-04294 10"
1363,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.186404104,2.5,"HAW-04294 10"
1364,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,15,"NA",0,"NA",0,"NA",0,"BLE",5,2,"NA",0,0,"NA",0,0,0.421954049,2.5,"HAW-04294 10"
1365,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.199045924,2.5,"HAW-04294 10"
1366,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.131107169,2.5,"HAW-04294 10"
1367,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.086786231,2.5,"HAW-04294 10"
1368,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.122983942,2.5,"HAW-04294 10"
1369,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.075586044,2.5,"HAW-04294 10"
1370,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"CO",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.21089905,2.5,"HAW-04294 10"
1372,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.152171021,2.5,"HAW-04294 10"
1373,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"KN",0,0,"DAMG",5,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.066945426,2.5,"HAW-04294 10"
1374,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.135662411,2.5,"HAW-04294 10"
1375,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PVAR",0,"EM",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.081297725,2.5,"HAW-04294 10"
1377,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.127694518,2.5,"HAW-04294 10"
1378,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.102374851,2.5,"HAW-04294 10"
1379,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.075886889,2.5,"HAW-04294 10"
1380,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.123021989,2.5,"HAW-04294 10"
1381,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PVAR",0,"EM",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.187696164,2.5,"HAW-04294 10"
1382,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.207184653,2.5,"HAW-04294 10"
1383,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.176812272,2.5,"HAW-04294 10"
1384,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.203026329,2.5,"HAW-04294 10"
1385,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.097822798,2.5,"HAW-04294 10"
1386,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.106482862,2.5,"HAW-04294 10"
1387,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.133192868,2.5,"HAW-04294 10"
1388,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PVAR",0,"EM",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.079726094,2.5,"HAW-04294 10"
1389,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.053948493,2.5,"HAW-04294 10"
1390,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",-1,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.064354099,2.5,"HAW-04294 10"
1391,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.059754581,2.5,"HAW-04294 10"
1392,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PVAR",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.073089602,2.5,"HAW-04294 10"
1393,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PVAR",0,"EM",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.711495221,2.5,"HAW-04294 10"
1394,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.066383506,2.5,"HAW-04294 10"
1395,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.098285502,2.5,"HAW-04294 10"
1396,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"MD",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.149935785,2.5,"HAW-04294 10"
1397,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.079240647,2.5,"HAW-04294 10"
1398,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.051931205,2.5,"HAW-04294 10"
1399,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"CO",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,1.304556055,2.5,"HAW-04294 10"
1400,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PVAR",0,"EM",0,35,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.983127551,2.5,"HAW-04294 10"
1401,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.167184838,2.5,"HAW-04294 10"
1402,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.070189815,2.5,"HAW-04294 10"
1403,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.082240197,2.5,"HAW-04294 10"
1404,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,0,"PRED",50,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.06028897,2.5,"HAW-04294 10"
1405,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"CO",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.569399701,2.5,"HAW-04294 10"
1406,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.21188924,2.5,"HAW-04294 10"
1407,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.170276775,2.5,"HAW-04294 10"
1408,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"MD",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.20922354,2.5,"HAW-04294 10"
1409,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.057783217,2.5,"HAW-04294 10"
1410,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.079562931,2.5,"HAW-04294 10"
1411,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.155997852,2.5,"HAW-04294 10"
1415,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.086653563,2.5,"HAW-04294 10"
1418,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.061149408,2.5,"HAW-04294 10"
1419,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"KN",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.066837265,2.5,"HAW-04294 10"
1420,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.061085596,2.5,"HAW-04294 10"
1421,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"CO",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.062272385,2.5,"HAW-04294 10"
1422,"RS",2019,"SE1902","HAW-04294","10",2.5,1,0,"PCOM",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.106886857,2.5,"HAW-04294 10"
1423,"MA",2019,"SE1902","HAW-04296","0",2.5,1,0,"POSP",0,"EM",0,3,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.064054118,2.5,"HAW-04296 0"
1424,"MA",2019,"SE1902","HAW-04296","0",2.5,1,0,"PLOB",0,"MD",0,3,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.055473326,2.5,"HAW-04296 0"
1426,"MA",2019,"SE1902","HAW-04296","0",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.070513544,2.5,"HAW-04296 0"
1429,"MA",2019,"SE1902","HAW-04296","0",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.070727645,2.5,"HAW-04296 0"
1430,"MA",2019,"SE1902","HAW-04296","0",2.5,1,0,"PLOB",0,"EM",0,35,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.071919468,2.5,"HAW-04296 0"
1435,"MA",2019,"SE1902","HAW-04296","0",2.5,1,0,"PLOB",0,"MD",0,55,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.101612597,2.5,"HAW-04296 0"
1436,"MA",2019,"SE1902","HAW-04296","0",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.052086178,2.5,"HAW-04296 0"
1441,"MA",2019,"SE1902","HAW-04296","0",2.5,1,0,"POSP",-1,"BR",0,70,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.130273866,2.5,"HAW-04296 0"
1442,"MA",2019,"SE1902","HAW-04296","0",2.5,1,0,"PCOM",0,"KN",0,65,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.087204586,2.5,"HAW-04296 0"
1443,"MA",2019,"SE1902","HAW-04296","0",2.5,1,0,"PLOB",0,"MD",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.081770226,2.5,"HAW-04296 0"
1444,"MA",2019,"SE1902","HAW-04296","0",2.5,1,0,"PLOB",0,"MD",0,65,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.080495528,2.5,"HAW-04296 0"
